suite_dir,run_dir,engine,model_key,prompt_index,prompt_text,replicate_index,run_seed,final_step,char_count,word_count,native_input_tokens,native_new_tokens,native_output_tokens,native_context_limit,native_prompt_truncated,native_requested_max_new_tokens,native_effective_max_new_tokens,token_count__modeltok__distilgpt2,tokens_per_char__modeltok__distilgpt2,tokens_per_word__modeltok__distilgpt2,token_count__modeltok__gpt2,tokens_per_char__modeltok__gpt2,tokens_per_word__modeltok__gpt2,token_count__modeltok__qwen2_5_0_5b_instruct,tokens_per_char__modeltok__qwen2_5_0_5b_instruct,tokens_per_word__modeltok__qwen2_5_0_5b_instruct,token_count__reference__openai_community_gpt2,tokens_per_char__reference__openai_community_gpt2,tokens_per_word__reference__openai_community_gpt2
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T091421Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1012,5,2228,363,377,96,473,1024,False,96,96,439,0.19703770197486534,1.209366391184573,439,0.19703770197486534,1.209366391184573,431,0.19344703770197486,1.18732782369146,439,0.19703770197486534,1.209366391184573
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T091434Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1013,3,457,73,108,1,109,1024,False,120,120,108,0.2363238512035011,1.4794520547945205,108,0.2363238512035011,1.4794520547945205,101,0.2210065645514223,1.3835616438356164,108,0.2363238512035011,1.4794520547945205
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T091449Z_a-forgotten-machine-beneath-the,lvtc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1014,4,537,79,206,90,296,1024,False,128,128,89,0.16573556797020483,1.1265822784810127,89,0.16573556797020483,1.1265822784810127,86,0.1601489757914339,1.0886075949367089,89,0.16573556797020483,1.1265822784810127
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T091505Z_a-forgotten-machine-beneath-the,srpf,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1015,4,611,102,863,118,981,1024,True,160,160,117,0.19148936170212766,1.1470588235294117,117,0.19148936170212766,1.1470588235294117,113,0.18494271685761046,1.107843137254902,117,0.19148936170212766,1.1470588235294117
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T091517Z_a-forgotten-machine-beneath-the,rtsm,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1016,5,1656,264,316,35,351,1024,False,96,96,316,0.19082125603864733,1.196969696969697,316,0.19082125603864733,1.196969696969697,316,0.19082125603864733,1.196969696969697,316,0.19082125603864733,1.196969696969697
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T091532Z_a-forgotten-machine-beneath-the,agc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1017,3,294,60,192,120,312,1024,False,120,120,120,0.40816326530612246,2.0,120,0.40816326530612246,2.0,110,0.3741496598639456,1.8333333333333333,120,0.40816326530612246,2.0
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T091604Z_a-forgotten-machine-beneath-the,lvtc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1018,4,672,105,206,128,334,1024,False,128,128,128,0.19047619047619047,1.2190476190476192,128,0.19047619047619047,1.2190476190476192,128,0.19047619047619047,1.2190476190476192,128,0.19047619047619047,1.2190476190476192
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T091624Z_a-forgotten-machine-beneath-the,srpf,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1019,4,614,92,378,116,494,1024,False,160,160,115,0.18729641693811075,1.25,115,0.18729641693811075,1.25,115,0.18729641693811075,1.25,115,0.18729641693811075,1.25
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T091721Z_a-forgotten-machine-beneath-the,rtsm,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1020,5,2358,347,363,96,459,32768,False,96,96,419,0.17769296013570823,1.207492795389049,419,0.17769296013570823,1.207492795389049,419,0.17769296013570823,1.207492795389049,419,0.17769296013570823,1.207492795389049
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T091821Z_a-forgotten-machine-beneath-the,agc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1021,3,253,36,210,47,257,32768,False,120,120,55,0.21739130434782608,1.5277777777777777,55,0.21739130434782608,1.5277777777777777,46,0.18181818181818182,1.2777777777777777,55,0.21739130434782608,1.5277777777777777
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T091949Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1022,4,721,96,147,128,275,32768,False,128,128,138,0.1914008321775312,1.4375,138,0.1914008321775312,1.4375,128,0.17753120665742025,1.3333333333333333,138,0.1914008321775312,1.4375
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T092059Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1023,4,857,136,378,160,538,32768,False,160,160,162,0.18903150525087514,1.1911764705882353,162,0.18903150525087514,1.1911764705882353,160,0.1866977829638273,1.1764705882352942,162,0.18903150525087514,1.1911764705882353
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T092409Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1024,5,2054,322,374,30,404,1024,False,96,96,369,0.17964946445959104,1.1459627329192548,369,0.17964946445959104,1.1459627329192548,364,0.17721518987341772,1.1304347826086956,369,0.17964946445959104,1.1459627329192548
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T092422Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1025,3,495,75,209,85,294,1024,False,120,120,84,0.1696969696969697,1.12,84,0.1696969696969697,1.12,84,0.1696969696969697,1.12,84,0.1696969696969697,1.12
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T092451Z_a-forgotten-machine-beneath-the,lvtc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1026,4,1281,212,284,1,285,1024,False,128,128,284,0.22170179547228727,1.3396226415094339,284,0.22170179547228727,1.3396226415094339,261,0.20374707259953162,1.2311320754716981,284,0.22170179547228727,1.3396226415094339
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T092501Z_a-forgotten-machine-beneath-the,srpf,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1027,4,469,1,375,160,535,1024,False,160,160,166,0.35394456289978676,166.0,166,0.35394456289978676,166.0,469,1.0,469.0,166,0.35394456289978676,166.0
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T092529Z_a-forgotten-machine-beneath-the,rtsm,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1028,5,2551,389,419,96,515,1024,False,96,96,481,0.18855350842806742,1.236503856041131,481,0.18855350842806742,1.236503856041131,479,0.18776950215601726,1.231362467866324,481,0.18855350842806742,1.236503856041131
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T092552Z_a-forgotten-machine-beneath-the,agc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1029,3,613,96,206,108,314,1024,False,120,120,107,0.17455138662316477,1.1145833333333333,107,0.17455138662316477,1.1145833333333333,106,0.1729200652528548,1.1041666666666667,107,0.17455138662316477,1.1145833333333333
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T092626Z_a-forgotten-machine-beneath-the,lvtc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1030,4,584,103,205,128,333,1024,False,128,128,127,0.21746575342465754,1.233009708737864,127,0.21746575342465754,1.233009708737864,123,0.2106164383561644,1.1941747572815533,127,0.21746575342465754,1.233009708737864
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T092650Z_a-forgotten-machine-beneath-the,srpf,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1031,4,692,109,863,137,1000,1024,True,160,160,135,0.19508670520231214,1.238532110091743,135,0.19508670520231214,1.238532110091743,135,0.19508670520231214,1.238532110091743,135,0.19508670520231214,1.238532110091743
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T092719Z_a-forgotten-machine-beneath-the,rtsm,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1032,5,1676,266,337,14,351,32768,False,96,96,318,0.18973747016706444,1.1954887218045114,318,0.18973747016706444,1.1954887218045114,309,0.18436754176610978,1.1616541353383458,318,0.18973747016706444,1.1954887218045114
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T092800Z_a-forgotten-machine-beneath-the,agc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1033,3,665,96,112,116,228,32768,False,120,120,121,0.18195488721804512,1.2604166666666667,121,0.18195488721804512,1.2604166666666667,115,0.17293233082706766,1.1979166666666667,121,0.18195488721804512,1.2604166666666667
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T092904Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1034,4,678,100,137,128,265,32768,False,128,128,138,0.20353982300884957,1.38,138,0.20353982300884957,1.38,128,0.1887905604719764,1.28,138,0.20353982300884957,1.38
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T093000Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1035,4,639,106,376,129,505,32768,False,160,160,128,0.20031298904538342,1.2075471698113207,128,0.20031298904538342,1.2075471698113207,128,0.20031298904538342,1.2075471698113207,128,0.20031298904538342,1.2075471698113207
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T093249Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1036,5,3126,502,309,1,310,1024,False,96,96,584,0.18682021753039027,1.1633466135458168,584,0.18682021753039027,1.1633466135458168,573,0.1833013435700576,1.1414342629482073,584,0.18682021753039027,1.1633466135458168
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T093300Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1037,3,31,5,89,9,98,1024,False,120,120,7,0.22580645161290322,1.4,7,0.22580645161290322,1.4,6,0.1935483870967742,1.2,7,0.22580645161290322,1.4
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T093318Z_a-forgotten-machine-beneath-the,lvtc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1038,4,910,147,182,1,183,1024,False,128,128,182,0.2,1.2380952380952381,182,0.2,1.2380952380952381,172,0.189010989010989,1.1700680272108843,182,0.2,1.2380952380952381
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T093331Z_a-forgotten-machine-beneath-the,srpf,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1039,4,1060,163,254,1,255,1024,False,160,160,254,0.23962264150943396,1.5582822085889572,254,0.23962264150943396,1.5582822085889572,202,0.19056603773584907,1.2392638036809815,254,0.23962264150943396,1.5582822085889572
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T093339Z_a-forgotten-machine-beneath-the,rtsm,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1040,5,2799,434,449,96,545,1024,False,96,96,511,0.18256520185780636,1.1774193548387097,511,0.18256520185780636,1.1774193548387097,511,0.18256520185780636,1.1774193548387097,511,0.18256520185780636,1.1774193548387097
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T093404Z_a-forgotten-machine-beneath-the,agc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1041,3,636,108,182,120,302,1024,False,120,120,119,0.1871069182389937,1.1018518518518519,119,0.1871069182389937,1.1018518518518519,120,0.18867924528301888,1.1111111111111112,119,0.1871069182389937,1.1018518518518519
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T093438Z_a-forgotten-machine-beneath-the,lvtc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1042,4,178,33,98,37,135,1024,False,128,128,36,0.20224719101123595,1.0909090909090908,36,0.20224719101123595,1.0909090909090908,36,0.20224719101123595,1.0909090909090908,36,0.20224719101123595,1.0909090909090908
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T093453Z_a-forgotten-machine-beneath-the,srpf,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1043,4,888,140,378,160,538,1024,False,160,160,160,0.18018018018018017,1.1428571428571428,160,0.18018018018018017,1.1428571428571428,164,0.18468468468468469,1.1714285714285715,160,0.18018018018018017,1.1428571428571428
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T093540Z_a-forgotten-machine-beneath-the,rtsm,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1044,5,2437,368,395,96,491,32768,False,96,96,468,0.19203939269593762,1.2717391304347827,468,0.19203939269593762,1.2717391304347827,450,0.18465326220763234,1.2228260869565217,468,0.19203939269593762,1.2717391304347827
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T093640Z_a-forgotten-machine-beneath-the,agc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1045,3,463,66,136,114,250,32768,False,120,120,122,0.2634989200863931,1.8484848484848484,122,0.2634989200863931,1.8484848484848484,112,0.24190064794816415,1.696969696969697,122,0.2634989200863931,1.8484848484848484
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T093806Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1046,4,721,106,113,128,241,32768,False,128,128,138,0.1914008321775312,1.3018867924528301,138,0.1914008321775312,1.3018867924528301,128,0.17753120665742025,1.2075471698113207,138,0.1914008321775312,1.3018867924528301
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T093854Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1047,4,1011,116,378,160,538,32768,False,160,160,180,0.17804154302670624,1.5517241379310345,180,0.17804154302670624,1.5517241379310345,160,0.1582591493570722,1.3793103448275863,180,0.17804154302670624,1.5517241379310345
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T094137Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",4,1048,5,3126,523,658,17,675,1024,False,96,96,640,0.20473448496481125,1.2237093690248566,640,0.20473448496481125,1.2237093690248566,609,0.1948176583493282,1.1644359464627152,640,0.20473448496481125,1.2237093690248566
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T094144Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",4,1049,3,258,38,208,42,250,1024,False,120,120,41,0.15891472868217055,1.0789473684210527,41,0.15891472868217055,1.0789473684210527,41,0.15891472868217055,1.0789473684210527,41,0.15891472868217055,1.0789473684210527
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T094208Z_a-forgotten-machine-beneath-the,lvtc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",4,1050,4,671,111,100,128,228,1024,False,128,128,128,0.19076005961251863,1.1531531531531531,128,0.19076005961251863,1.1531531531531531,126,0.18777943368107303,1.135135135135135,128,0.19076005961251863,1.1531531531531531
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T094222Z_a-forgotten-machine-beneath-the,srpf,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",4,1051,4,257,47,863,53,916,1024,True,160,160,52,0.20233463035019456,1.1063829787234043,52,0.20233463035019456,1.1063829787234043,53,0.20622568093385213,1.127659574468085,52,0.20233463035019456,1.1063829787234043
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T094233Z_a-forgotten-machine-beneath-the,rtsm,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",4,1052,5,1505,245,318,14,332,1024,False,96,96,297,0.1973421926910299,1.2122448979591838,297,0.1973421926910299,1.2122448979591838,291,0.19335548172757475,1.1877551020408164,297,0.1973421926910299,1.2122448979591838
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T094248Z_a-forgotten-machine-beneath-the,agc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",4,1053,3,619,105,209,120,329,1024,False,120,120,120,0.1938610662358643,1.1428571428571428,120,0.1938610662358643,1.1428571428571428,122,0.19709208400646203,1.161904761904762,120,0.1938610662358643,1.1428571428571428
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T094328Z_a-forgotten-machine-beneath-the,lvtc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",4,1054,4,380,62,207,77,284,1024,False,128,128,76,0.2,1.2258064516129032,76,0.2,1.2258064516129032,75,0.19736842105263158,1.2096774193548387,76,0.2,1.2258064516129032
