suite_dir,run_dir,engine,model_key,prompt_index,prompt_text,replicate_index,run_seed,final_step,char_count,word_count,type_token_ratio,mattr_50,mtld,hapax_ratio,word_entropy_bits,char_entropy_bits,distinct_1,distinct_2,distinct_3,repeated_bigram_fraction,repeated_trigram_fraction,repeated_4gram_fraction,prompt_tfidf_cosine,previous_step_tfidf_cosine,prompt_lexical_overlap,sentence_count,avg_sentence_length_words,avg_syllables_per_word,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,native_input_tokens,native_new_tokens,native_output_tokens,native_context_limit,native_prompt_truncated,native_requested_max_new_tokens,native_effective_max_new_tokens,pos_noun_ratio,pos_verb_ratio,pos_adj_ratio,pos_adv_ratio,pos_pron_ratio
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T091018Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",0,1010,4,793,102,0.9215686274509803,0.9271698113207553,364.13999999999976,0.8921568627450981,6.460566121633883,4.339412471181085,0.9215686274509803,1.0,1.0,0.0,0.0,0.0,0.03362987985087521,0.1546156537778488,0.13043478260869565,3.0,34.0,2.1666666666666665,-10.974999999999966,23.236666666666668,27.71764705882353,209,128,337,32768,False,128,128,0.3142857142857143,0.24761904761904763,0.06666666666666667,0.06666666666666667,0.0380952380952381
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T091128Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",0,1011,4,1027,143,0.7622377622377622,0.9012765957446814,168.40352941176468,0.6363636363636364,6.560230735646548,4.275464778635262,0.7622377622377622,0.9788732394366197,1.0,0.021126760563380254,0.0,0.0,0.0650296880663098,0.21990457147027445,0.17391304347826086,5.0,28.6,2.1538461538461537,-4.409384615384596,20.97938461538462,25.985454545454548,378,160,538,32768,False,160,160,0.25,0.18055555555555555,0.11805555555555555,0.05555555555555555,0.05555555555555555
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T091421Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1012,5,2228,372,0.8091397849462365,0.9642105263157875,545.7397183098591,0.6827956989247311,8.090076418565157,4.713641300916535,0.8091397849462365,0.9892183288409704,1.0,0.010781671159029615,0.0,0.0,0.18640112054672578,0.8807036204157465,1.0,12.0,31.0,1.521505376344086,46.65064516129033,14.453763440860214,17.453763440860214,377,96,473,1024,False,96,96,0.1711229946524064,0.17914438502673796,0.08288770053475936,0.10962566844919786,0.12566844919786097
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T091434Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1013,3,457,73,0.8904109589041096,0.8908333333333339,186.51500000000004,0.821917808219178,5.932908291727102,4.633636230607613,0.8904109589041096,1.0,1.0,0.0,0.0,0.0,0.023197066744939696,0.41718326794656274,0.08695652173913043,4.0,18.25,1.6849315068493151,45.76604452054795,11.40969178082192,13.875342465753427,108,1,109,1024,False,120,120,0.20270270270270271,0.10810810810810811,0.10810810810810811,0.0945945945945946,0.02702702702702703
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T091449Z_a-forgotten-machine-beneath-the,lvtc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1014,4,537,78,0.9487179487179487,0.9572413793103456,425.8799999999997,0.9102564102564102,6.1731600713986206,4.318332702811707,0.9487179487179487,1.0,1.0,0.0,0.0,0.0,0.005667217056815685,0.015636536777863492,0.043478260869565216,3.0,26.0,1.705128205128205,36.191153846153895,14.670512820512823,16.553846153846155,206,90,296,1024,False,128,128,0.21794871794871795,0.24358974358974358,0.1282051282051282,0.11538461538461539,0.0641025641025641
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T091505Z_a-forgotten-machine-beneath-the,srpf,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1015,4,611,103,0.9320388349514563,0.946296296296296,424.36000000000024,0.8737864077669902,6.543249192210774,4.31049767200029,0.9320388349514563,1.0,1.0,0.0,0.0,0.0,0.025378474954177707,0.05155786059929434,0.21739130434782608,1.0,103.0,1.5922330097087378,-32.4129126213592,43.36834951456311,47.80194174757282,863,118,981,1024,True,160,160,0.21904761904761905,0.06666666666666667,0.11428571428571428,0.08571428571428572,0.11428571428571428
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T091517Z_a-forgotten-machine-beneath-the,rtsm,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1016,5,1656,269,0.9442379182156134,0.990909090909089,1350.7386666666678,0.8884758364312267,7.959938198987821,4.447525433038798,0.9442379182156134,1.0,1.0,0.0,0.0,0.0,0.21803297314457462,0.9237626362359277,1.0,8.0,33.625,1.5687732342007434,39.98740938661712,16.035274163568772,19.100557620817845,316,35,351,1024,False,96,96,0.17843866171003717,0.1895910780669145,0.07806691449814127,0.137546468401487,0.10037174721189591
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T091532Z_a-forgotten-machine-beneath-the,agc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1017,3,294,29,0.896551724137931,0.896551724137931,51.99545893719808,0.8275862068965517,4.6250538398805565,5.056164513276597,0.896551724137931,1.0,1.0,0.0,0.0,0.0,0.0,0.015677264651346064,0.0,5.0,5.8,1.0344827586206897,113.43075862068966,-1.1211034482758606,3.699310344827586,192,120,312,1024,False,120,120,0.14634146341463414,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.0975609756097561
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T091604Z_a-forgotten-machine-beneath-the,lvtc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1018,4,672,106,0.9528301886792453,0.9887719298245614,629.2160000000002,0.9150943396226415,6.6264592517125855,4.462125462769352,0.9528301886792453,1.0,1.0,0.0,0.0,0.0,0.010035338639625514,0.01675240645771571,0.08695652173913043,4.0,26.5,1.6037735849056605,44.25825471698113,13.669528301886796,15.883018867924529,206,128,334,1024,False,128,128,0.14423076923076922,0.15384615384615385,0.09615384615384616,0.09615384615384616,0.125
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T091624Z_a-forgotten-machine-beneath-the,srpf,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1019,4,614,94,0.9787234042553191,0.9959999999999993,1237.0399999999981,0.9574468085106383,6.512035660188263,4.38774131946572,0.9787234042553191,1.0,1.0,0.0,0.0,0.0,0.016135004325302023,0.009396069262818456,0.08695652173913043,1.0,94.0,1.797872340425532,-40.67499999999998,42.28489361702128,46.96170212765958,378,116,494,1024,False,160,160,0.2127659574468085,0.14893617021276595,0.11702127659574468,0.11702127659574468,0.1276595744680851
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T091721Z_a-forgotten-machine-beneath-the,rtsm,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1020,5,2358,351,0.6951566951566952,0.8888741721854293,233.62866129629106,0.5954415954415955,7.493576216601923,4.2517639429846685,0.6951566951566952,0.9828571428571429,0.997134670487106,0.017142857142857126,0.002865329512893977,0.0,0.2639041066911763,0.8853564504518789,1.0,18.0,19.5,1.8233618233618234,32.78608974358977,13.53066951566952,16.916809116809116,363,96,459,32768,False,96,96,0.2598870056497175,0.14689265536723164,0.10451977401129943,0.06779661016949153,0.062146892655367235
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T091821Z_a-forgotten-machine-beneath-the,agc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1021,3,253,36,0.8888888888888888,0.8888888888888888,90.71999999999997,0.8333333333333334,4.892147223664532,4.281061799379964,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.03311266336526372,0.15397107496897378,0.043478260869565216,2.0,18.0,2.0,19.36500000000001,15.030000000000001,19.422222222222224,210,47,257,32768,False,120,120,0.2222222222222222,0.16666666666666666,0.19444444444444445,0.05555555555555555,0.0
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T091949Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1022,4,721,96,0.8854166666666666,0.9459574468085103,234.58909090909086,0.8020833333333334,6.32709908924029,4.422942809157354,0.8854166666666666,1.0,1.0,0.0,0.0,0.0,0.041779682365325296,0.0827726787412219,0.21739130434782608,12.0,8.0,2.0416666666666665,25.990000000000038,11.621666666666666,17.36666666666667,147,128,275,32768,False,128,128,0.20202020202020202,0.18181818181818182,0.16161616161616163,0.020202020202020204,0.08080808080808081
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T092059Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1023,4,857,134,0.8955223880597015,0.9515294117647055,359.1200000000001,0.8432835820895522,6.7890786271834225,4.294712996699946,0.8955223880597015,0.9924812030075187,1.0,0.007518796992481258,0.0,0.0,0.06156422900159881,0.18087465869959612,0.34782608695652173,8.0,16.75,1.6343283582089552,51.56957089552242,10.227574626865671,11.774626865671642,378,160,538,32768,False,160,160,0.26865671641791045,0.19402985074626866,0.08208955223880597,0.08208955223880597,0.05223880597014925
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T092409Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1024,5,2054,324,0.8827160493827161,0.9621090909090912,773.5073684210529,0.7993827160493827,8.07247595818369,4.401854578797135,0.8827160493827161,1.0,1.0,0.0,0.0,0.0,0.2077709409509955,0.9436665062476285,1.0,13.0,24.923076923076923,1.6450617283950617,42.365854700854726,13.541728395061728,16.142070275403608,374,30,404,1024,False,96,96,0.18484848484848485,0.15454545454545454,0.06666666666666667,0.12727272727272726,0.12121212121212122
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T092422Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1025,3,495,73,0.9726027397260274,0.984166666666667,746.0600000000002,0.9452054794520548,6.135030038332083,4.361115242894759,0.9726027397260274,1.0,1.0,0.0,0.0,0.0,0.006005276007764963,0.026625344109926518,0.043478260869565216,3.0,24.333333333333332,1.904109589041096,21.04899543378997,16.368493150684937,21.788127853881278,209,85,294,1024,False,120,120,0.2465753424657534,0.1643835616438356,0.1232876712328767,0.0410958904109589,0.0958904109589041
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T092451Z_a-forgotten-machine-beneath-the,lvtc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1026,4,1281,209,0.6746411483253588,0.8881249999999994,154.80167737605353,0.4688995215311005,6.93331876121574,4.577709679676183,0.6746411483253588,0.8365384615384616,0.8405797101449275,0.16346153846153844,0.1594202898550725,0.15533980582524276,0.031083409769008443,0.9261202475742166,0.2608695652173913,10.0,20.9,1.5885167464114833,51.23298325358854,11.305497607655504,14.675789473684212,284,1,285,1024,False,128,128,0.17370892018779344,0.15492957746478872,0.11267605633802817,0.11267605633802817,0.09389671361502347
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T092501Z_a-forgotten-machine-beneath-the,srpf,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1027,4,469,1,1.0,1.0,1.0,1.0,-0.0,3.2934447497332204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,205.82000000000002,-15.2,0.4,375,160,535,1024,False,160,160,0.0,0.0,0.0,0.0,0.0
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T092529Z_a-forgotten-machine-beneath-the,rtsm,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1028,5,2551,398,0.8944723618090452,0.9824068767908316,1056.0266666666666,0.8065326633165829,8.411060707199901,4.548316674768179,0.8944723618090452,1.0,1.0,0.0,0.0,0.0,0.18082739888533958,0.8582381485989456,1.0,14.0,28.428571428571427,1.6633165829145728,37.263417085427164,15.124278535534817,18.0045944005743,419,96,515,1024,False,96,96,0.22660098522167488,0.1724137931034483,0.08620689655172414,0.12315270935960591,0.11330049261083744
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T092552Z_a-forgotten-machine-beneath-the,agc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1029,3,613,91,0.989010989010989,0.9995238095238096,2318.6800000000085,0.978021978021978,6.48581661822068,4.320017598744378,0.989010989010989,1.0,1.0,0.0,0.0,0.0,0.051876091419344544,0.0050419951908751105,0.30434782608695654,3.0,30.333333333333332,1.8021978021978022,23.58073260073263,17.505934065934067,20.92454212454213,206,108,314,1024,False,120,120,0.1956521739130435,0.18478260869565216,0.08695652173913043,0.1956521739130435,0.043478260869565216
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T092626Z_a-forgotten-machine-beneath-the,lvtc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1030,4,584,94,0.9787234042553191,0.9933333333333334,1237.0399999999981,0.9574468085106383,6.512035660188262,4.586474008633873,0.9787234042553191,1.0,1.0,0.0,0.0,0.0,0.02159264080056698,0.017764121727670085,0.13043478260869565,6.0,15.666666666666666,1.4574468085106382,67.63333333333335,7.717872340425533,9.670921985815603,205,128,333,1024,False,128,128,0.14563106796116504,0.14563106796116504,0.0970873786407767,0.1650485436893204,0.11650485436893204
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T092650Z_a-forgotten-machine-beneath-the,srpf,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1031,4,692,111,0.963963963963964,0.9945161290322581,862.4700000000009,0.9369369369369369,6.71554300597027,4.376279568124511,0.963963963963964,1.0,1.0,0.0,0.0,0.0,0.004766984389393023,0.024832107555389865,0.043478260869565216,2.0,55.5,1.6126126126126126,14.075472972972989,25.083828828828832,27.965765765765767,863,137,1000,1024,True,160,160,0.1891891891891892,0.16216216216216217,0.07207207207207207,0.13513513513513514,0.0990990990990991
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T092719Z_a-forgotten-machine-beneath-the,rtsm,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1032,5,1676,264,0.7196969696969697,0.8874418604651174,264.0,0.6022727272727273,7.179293467250273,4.301159801205895,0.7196969696969697,0.9885931558935361,1.0,0.011406844106463865,0.0,0.0,0.2954542325075812,0.9839932155624038,1.0,13.0,20.307692307692307,1.6666666666666667,45.22269230769231,11.996666666666666,15.244289044289046,337,14,351,32768,False,96,96,0.27340823970037453,0.149812734082397,0.0749063670411985,0.04868913857677903,0.07865168539325842
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T092800Z_a-forgotten-machine-beneath-the,agc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1033,3,665,96,0.8541666666666666,0.9306382978723406,184.32,0.7708333333333334,6.205729459506923,4.32422830343298,0.8541666666666666,1.0,1.0,0.0,0.0,0.0,0.07628554434411731,0.1584520648325163,0.2608695652173913,2.0,48.0,1.7708333333333333,8.302500000000038,24.025833333333328,27.116666666666664,112,116,228,32768,False,120,120,0.21428571428571427,0.24489795918367346,0.1326530612244898,0.05102040816326531,0.05102040816326531
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T092904Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1034,4,678,100,0.85,0.9427450980392162,186.66666666666669,0.75,6.287759785030369,4.491962350663303,0.85,1.0,1.0,0.0,0.0,0.0,0.024034752210174128,0.1520713015261009,0.043478260869565216,7.0,14.285714285714286,1.72,46.82300000000001,10.277428571428572,15.714285714285715,137,128,265,32768,False,128,128,0.18,0.19,0.07,0.08,0.12
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\srpf_20260404T093000Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1035,4,639,107,0.8130841121495327,0.8675862068965512,160.286,0.7570093457943925,6.1196975937564595,4.220700023730655,0.8130841121495327,1.0,1.0,0.0,0.0,0.0,0.06811222255724945,0.3409332955136586,0.21739130434782608,5.0,21.4,1.5981308411214954,49.912130841121495,11.613943925233649,14.541308411214954,376,129,505,32768,False,160,160,0.308411214953271,0.1308411214953271,0.06542056074766354,0.06542056074766354,0.037383177570093455
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T093249Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1036,5,3126,500,0.472,0.9764966740576504,414.52044311086865,0.03,7.817506353687261,4.413965602795227,0.472,0.5230460921843687,0.5240963855421686,0.4769539078156313,0.47590361445783136,0.47484909456740443,0.23734500700246375,0.9785280613357025,1.0,14.0,35.714285714285715,1.536,40.63940000000002,16.46337142857143,19.56571428571429,309,1,310,1024,False,96,96,0.15520628683693516,0.16699410609037327,0.08055009823182711,0.13359528487229863,0.10609037328094302
outputs\suite_20260404T090445Z_factorial,outputs\suite_20260404T090445Z_factorial\agc_20260404T093300Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1037,3,31,4,1.0,1.0,4.0,1.0,2.0,3.953565664946427,1.0,1.0,1.0,0.0,0.0,0.0,0.028496785129116957,0.0,0.043478260869565216,1.0,4.0,1.75,54.72500000000002,6.620000000000001,11.600000000000001,89,9,98,1024,False,120,120,0.25,0.0,0.5,0.0,0.0
